MovieId,Title,Genre
60,Perez Family, The (1995),Comedy|Romance
61,About Adam (2000),Comedy
62,Snowriders (1996),Documentary
63,Purple Noon (1960),Crime|Thriller
64,Dark Command (1940),Western
65,Kull the Conqueror (1997),Action|Adventure
66,Richard III (1995),Drama|War
67,Blowup (1966),Drama|Mystery
68,Taffin (1988),Action|Thriller
69,Children of the Revolution (1996),Comedy
70,Love and Death (1975),Comedy
71,Violets Are Blue... (1986),Drama|Romance
72,Tango Lesson, The (1997),Romance
73,Black Beauty (1994),Adventure|Children's
74,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
75,Without Limits (1998),Drama
76,Any Given Sunday (1999),Drama
77,Phantasm III: Lord of the Dead (1994),Horror
78,Radio Days (1987),Comedy|Drama
79,Illuminata (1998),Comedy
80,Alaska (1996),Adventure|Children's
81,Missing in Action 2: The Beginning (1985),Action|War
82,Cup, The (Phörpa) (1999),Comedy
83,Mr. Wrong (1996),Comedy
84,Sleepy Hollow (1999),Horror|Romance
85,Boys and Girls (2000),Comedy|Romance
86,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
87,Child's Play 2 (1990),Horror
88,One Tough Cop (1998),Action|Drama
89,Steamboat Willie (1940),Animation|Children's|Comedy|Musical
90,Underworld (1997),Thriller
91,Nothing in Common (1986),Comedy
92,Thunderball (1965),Action
93,Jawbreaker (1999),Comedy
94,Flower of My Secret, The (La Flor de Mi Secreto) (1995),Drama
95,Home Alone (1990),Children's|Comedy
96,Life of Émile Zola, The (1937),Drama
97,Taste of Cherry (1997),Drama
98,Playing by Heart (1998),Drama|Romance
99,Mighty Joe Young (1998),Adventure|Children's|Drama
100,English Patient, The (1996),Drama|Romance|War
101,Silence of the Palace, The (Saimt el Qusur) (1994),Drama
102,Meatballs Part II (1984),Comedy
103,Drop Dead Fred (1991),Comedy|Fantasy
104,Bean (1997),Comedy
105,Tokyo Fist (1995),Action|Drama
106,Rambo III (1988),Action|War
107,My Left Foot (1989),Drama
108,Carried Away (1996),Drama|Romance
109,Invasion of the Body Snatchers (1956),Horror|Sci-Fi
110,Dick Tracy (1990),Action|Crime
111,Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991),Comedy
112,Women on the Verge of a Nervous Breakdown (1988),Comedy|Drama
113,Lulu on the Bridge (1998),Drama|Mystery|Romance
114,Celebration, The (Festen) (1998),Drama
115,Cops and Robbersons (1994),Comedy
116,Toxic Avenger Part III: The Last Temptation of Toxie, The (1989),Comedy|Horror
117,Kids of Survival (1993),Documentary
118,Queens Logic (1991),Comedy|Drama
119,Universal Soldier (1992),Action|Sci-Fi
120,Right Stuff, The (1983),Drama
121,Digging to China (1998),Drama
122,You So Crazy (1994),Comedy
123,Swan Princess, The (1994),Animation|Children's
124,Cliffhanger (1993),Action|Adventure|Crime
125,Varsity Blues (1999),Comedy|Drama
126,Smile Like Yours, A (1997),Comedy|Romance
127,Ballad of Ramblin' Jack, The (2000),Documentary
128,House Party 2 (1991),Comedy
129,Puppet Master II (1990),Horror|Sci-Fi|Thriller
130,Married to the Mob (1988),Comedy
131,Phat Beach (1996),Comedy
132,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
133,Fresh (1994),Drama
134,Bowfinger (1999),Comedy
135,Favor, The (1994),Comedy|Romance
136,Lucas (1986),Drama
137,Screwed (2000),Comedy
138,Theodore Rex (1995),Comedy
139,Normal Life (1996),Crime|Drama
140,River Runs Through It, A (1992),Drama
141,Fletch (1985),Comedy
142,Misery (1990),Horror
143,Girl 6 (1996),Comedy
144,Lost Highway (1997),Mystery
145,I Saw What You Did (1965),Thriller
146,Official Story, The (La Historia Oficial) (1985),Drama
147,Dead Man on Campus (1998),Comedy
148,8 Seconds (1994),Drama
149,Shaggy D.A., The (1976),Children's|Comedy
150,Police Story 4: Project S (Chao ji ji hua) (1993),Action
151,Guinevere (1999),Drama|Romance
152,Confessional, The (Le Confessionnal) (1995),Drama|Mystery
153,Let it Come Down: The Life of Paul Bowles (1998),Documentary
154,Mina Tannenbaum (1994),Drama
155,Brown's Requiem (1998),Drama
156,Montana (1998),Action|Comedy|Crime|Drama
157,Exorcist, The (1973),Horror
158,Now and Then (1995),Drama
159,Salut cousin! (1996),Comedy|Drama
160,Mr. Jealousy (1997),Comedy|Romance
161,Henry V (1989),Drama|War
162,Halfmoon (Paul Bowles - Halbmond) (1995),Drama
163,Odessa File, The (1974),Thriller
164,Karate Kid III, The (1989),Action|Adventure|Drama
165,One Little Indian (1973),Comedy|Drama|Western
166,Boogie Nights (1997),Drama
167,High Art (1998),Drama|Romance
168,Sum of Us, The (1994),Comedy
169,Daughters of the Dust (1992),Drama
170,Buddy Holly Story, The (1978),Drama
171,Dog Park (1998),Comedy|Romance
172,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
173,Afterglow (1997),Drama|Romance
174,Rapture, The (1991),Drama|Mystery
175,M. Butterfly (1993),Drama
176,Red Sonja (1985),Action|Adventure
177,Giant (1956),Drama
178,Wayne's World 2 (1993),Comedy
179,Mrs. Dalloway (1997),Romance
180,No Way Out (1987),Thriller
181,Pawnbroker, The (1965),Drama
182,American President, The (1995),Comedy|Drama|Romance
183,In the Mouth of Madness (1995),Horror|Thriller
184,Adventures of Robin Hood, The (1938),Action|Adventure
185,Never Met Picasso (1996),Romance
186,Spanking the Monkey (1994),Comedy|Drama
187,Last Dance (1996),Drama
188,True Lies (1994),Action|Adventure|Comedy|Romance
189,Dog Day Afternoon (1975),Comedy|Crime|Drama
190,Inherit the Wind (1960),Drama
191,European Vacation (1985),Comedy
192,Gone with the Wind (1939),Drama|Romance|War
193,Tall Tale (1994),Adventure|Children's
194,Teenage Mutant Ninja Turtles (1990),Action|Children's|Fantasy
195,Winter Guest, The (1997),Drama
196,Scream 3 (2000),Horror|Mystery|Thriller
197,Pallbearer, The (1996),Comedy
198,Quatermass II (1957),Sci-Fi|Thriller
199,Aces: Iron Eagle III (1992),Action|War
200,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
201,Air Up There, The (1994),Comedy
202,Chasers (1994),Comedy
203,Lovers on the Bridge, The (Les Amants du Pont-Neuf) (1991),Drama|Romance
204,Whatever Happened to Aunt Alice? (1969),Crime|Thriller
205,Man of the House (1995),Comedy
206,Crow: City of Angels, The (1996),Action|Thriller
207,Gods and Monsters (1998),Drama
208,Damsel in Distress, A (1937),Comedy|Musical|Romance
209,Native Son (1986),Drama
210,Bad Lieutenant (1992),Crime|Drama
211,But I'm a Cheerleader (1999),Comedy
212,To Be or Not to Be (1942),Comedy|Drama|War
213,Farewell My Concubine (1993),Drama|Romance
214,Smoke (1995),Drama
215,Tess of the Storm Country (1922),Drama
217,Bloodsport (1988),Action
218,Maltese Falcon, The (1941),Film-Noir|Mystery
219,Endless Summer 2, The (1994),Documentary
220,Lawrence of Arabia (1962),Adventure|War
221,Big Country, The (1958),Romance|Western
223,Marty (1955),Drama|Romance
224,Dadetown (1995),Documentary
225,To Die For (1995),Comedy|Drama
226,Grosse Pointe Blank (1997),Comedy|Crime
227,Remains of the Day, The (1993),Drama
228,Torn Curtain (1966),Thriller
229,Trip to Bountiful, The (1985),Drama
230,Woman in Question, The (1950),Mystery
231,Meteor (1979),Sci-Fi
233,Up in Smoke (1978),Comedy
234,Player's Club, The (1998),Action|Drama
235,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
236,Savage Nights (Nuits fauves, Les) (1992),Drama
237,Glengarry Glen Ross (1992),Drama
239,Candyman (1992),Horror
240,Faculty, The (1998),Horror|Sci-Fi
241,Cell, The (2000),Sci-Fi|Thriller
242,Insider, The (1999),Drama
243,400 Blows, The (Les Quatre cents coups) (1959),Drama
244,Merry War, A (1997),Comedy
245,Son of Flubber (1963),Children's|Comedy
246,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
247,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror
248,BASEketball (1998),Comedy
249,Funny Farm (1988),Comedy
250,Force of Evil (1948),Film-Noir
251,Jerky Boys, The (1994),Comedy
252,Rudy (1993),Drama
253,Stop Making Sense (1984),Documentary
254,Howling II: Your Sister Is a Werewolf (1985),Horror
255,Decline of Western Civilization, The (1981),Documentary
256,Dangerous Beauty (1998),Drama
257,Higher Learning (1995),Drama
258,Thin Man, The (1934),Mystery
259,Sugarland Express, The (1974),Drama
260,Christmas Story, A (1983),Comedy|Drama
261,Friday the 13th Part 3: 3D (1982),Horror
262,Defying Gravity (1997),Drama
263,B. Monkey (1998),Romance|Thriller
264,Prerokbe Ognja (1995),Documentary
265,Downhill (1927),Drama
266,Zone 39 (1997),Sci-Fi
267,Knockout (1999),Action|Adventure
268,King Creole (1958),Drama|Musical
269,Thunderbolt and Lightfoot (1974),Action
270,Diebinnen (1995),Drama
271,Gone Fishin' (1997),Comedy
272,Return from Witch Mountain (1978),Children's|Sci-Fi
273,Platoon (1986),Drama|War
274,Ronin (1998),Action|Crime|Thriller
275,Omega Man, The (1971),Sci-Fi
276,Wag the Dog (1997),Comedy|Drama
277,Frances (1982),Drama
278,Fright Night Part II (1989),Horror
279,Broken Hearts Club, The (2000),Drama
280,Carmen (1984),Drama
281,Something to Talk About (1995),Comedy|Drama|Romance
282,T-Men (1947),Film-Noir
283,Night on Earth (1991),Comedy|Drama
284,Tie Me Up! Tie Me Down! (1990),Drama
285,Star Maker, The (Uomo delle stelle, L') (1995),Drama
286,American Gigolo (1980),Drama
287,Good Man in Africa, A (1994),Action|Adventure
288,Phantoms (1998),Horror
289,Othello (1995),Drama
290,French Connection, The (1971),Action|Crime|Drama|Thriller
291,Wedding Bell Blues (1996),Comedy
292,Last Summer in the Hamptons (1995),Comedy|Drama
293,Benji the Hunted (1987),Adventure|Children's
294,Living Out Loud (1998),Comedy|Romance
295,Ed's Next Move (1996),Comedy
296,For Whom the Bell Tolls (1943),Adventure|War
297,Stage Fright (1950),Mystery|Thriller
298,Sorority House Massacre II (1990),Horror
299,To Have, or Not (1995),Drama
300,Hana-bi (1997),Comedy|Crime|Drama
301,Chain of Fools (2000),Comedy|Crime
302,Abyss, The (1989),Action|Adventure|Sci-Fi|Thriller
303,Matrix, The (1999),Action|Sci-Fi|Thriller
304,Brothers McMullen, The (1995),Comedy
305,54 (1998),Drama
306,Blind Date (1987),Comedy|Romance
307,Strange Days (1995),Action|Crime|Sci-Fi
308,Men Cry Bullets (1997),Drama
309,Psycho Beach Party (2000),Comedy|Horror|Thriller
310,It Came from Outer Space (1953),Sci-Fi
311,Scarlet Letter, The (1926),Drama
312,Someone Else's America (1995),Drama
313,In Dreams (1999),Thriller
314,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
315,Jackie Brown (1997),Crime|Drama
316,Titan A.E. (2000),Adventure|Animation|Sci-Fi
317,In the Line of Duty 2 (1987),Action
318,X-Men (2000),Action|Sci-Fi
319,High Plains Drifter (1972),Western
320,Baraka (1992),Documentary
321,Falling Down (1993),Action|Drama
322,Taxi Driver (1976),Drama|Thriller
323,Christine (1983),Horror
324,Big Lebowski, The (1998),Comedy|Crime|Mystery|Thriller
325,Quartier Mozart (1992),Comedy
326,She's So Lovely (1997),Drama|Romance
327,Friday the 13th Part VII: The New Blood (1988),Horror
328,Shadow of Angels (Schatten der Engel) (1976),Drama
329,Hostile Intentions (1994),Action|Drama|Thriller
330,Juno and Paycock (1930),Drama
331,Halloween: H20 (1998),Horror|Thriller
332,Heaven & Earth (1993),Action|Drama|War
333,Phantasm II (1988),Horror
334,Stars Fell on Henrietta, The (1995),Drama
335,Crazy in Alabama (1999),Comedy|Drama
336,Wild Things (1998),Crime|Drama|Mystery|Thriller
337,From Russia with Love (1963),Action
338,Mouth to Mouth (Boca a boca) (1995),Comedy
339,Charlie, the Lonesome Cougar (1967),Adventure|Children's
340,Inheritors, The (Die Siebtelbauern) (1998),Drama
341,Human Traffic (1999),Drama
342,Asylum (1972),Horror
343,Lost Horizon (1937),Drama
344,River Wild, The (1994),Action|Thriller
345,Silent Fall (1994),Drama|Thriller
346,Abominable Snowman, The (1957),Horror|Sci-Fi
347,Legend of Lobo, The (1962),Adventure|Children's
348,Gladiator (2000),Action|Drama
349,Hour of the Pig, The (1993),Drama|Mystery
350,Creepshow (1982),Horror
351,Return of the Fly (1959),Horror|Sci-Fi
352,What Lies Beneath (2000),Thriller
353,Irma la Douce (1963),Comedy
354,Damien: Omen II (1978),Horror
355,Designated Mourner, The (1997),Drama
356,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),Drama|Romance
357,Christmas Vacation (1989),Comedy
358,Honigmond (1996),Comedy
359,Happiness (1998),Comedy
360,Waiting to Exhale (1995),Comedy|Drama
361,Dazed and Confused (1993),Comedy
362,Jungle Book, The (1967),Animation|Children's|Comedy|Musical
363,Rocky II (1979),Action|Drama
364,On Golden Pond (1981),Drama
365,Adventures of Sebastian Cole, The (1998),Comedy|Drama
366,Time Regained (Le Temps Retrouvé) (1999),Drama
367,Bogus (1996),Children's|Drama|Fantasy
368,Minus Man, The (1999),Drama|Mystery
369,Bittersweet Motel (2000),Documentary
370,Mr. Jones (1993),Drama|Romance
371,Bell, Book and Candle (1958),Comedy|Romance
372,To Cross the Rubicon (1991),Drama
373,Mission: Impossible 2 (2000),Action|Thriller
374,McCullochs, The (1975),Drama
375,Raise the Red Lantern (1991),Drama
376,Room with a View, A (1986),Drama|Romance
377,Napoleon and Samantha (1972),Adventure
378,Greaser's Palace (1972),Drama
379,Battling Butler (1926),Comedy
380,Trainspotting (1996),Drama
381,Mating Habits of the Earthbound Human, The (1998),Comedy
382,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
383,Wonder Boys (2000),Comedy|Drama
384,Girl, Interrupted (1999),Drama
385,My Best Fiend (Mein liebster Feind) (1999),Documentary
386,Careful (1992),Comedy
387,Vagabond (Sans toit ni loi) (1985),Drama
388,Rent-a-Kid (1995),Comedy
389,Breaking the Waves (1996),Drama
390,Manxman, The (1929),Drama
391,Straight Story, The (1999),Drama
392,Extremities (1986),Drama|Thriller
393,Slingshot, The (Kådisbellan ) (1993),Comedy|Drama
394,Light Years (1988),Sci-Fi
395,Love Is the Devil (1998),Drama
396,Go Now (1995),Drama
397,Lucie Aubrac (1997),Romance|War
398,Wonderland (1997),Documentary
399,Funny Bones (1995),Comedy
400,Night Tide (1961),Drama
401,Wisdom (1986),Action|Crime
402,Man Who Would Be King, The (1975),Adventure
403,Braddock: Missing in Action III (1988),Action|War
404,Pest, The (1997),Comedy
405,Emerald Forest, The (1985),Action|Adventure|Drama
406,Baby Geniuses (1999),Comedy
408,Rushmore (1998),Comedy
409,Conformist, The (Il Conformista) (1970),Drama
410,Everyone Says I Love You (1996),Comedy|Musical|Romance
411,Federal Hill (1994),Drama
412,Mike's Murder (1984),Mystery
413,Hugo Pool (1997),Romance
414,187 (1997),Drama
415,Charlotte's Web (1973),Animation|Children's
416,Titanic (1953),Action|Drama
417,Asphalt Jungle, The (1950),Crime|Film-Noir
418,Exorcist III, The (1990),Horror
419,Angel Heart (1987),Film-Noir|Mystery|Thriller
420,Labyrinth (1986),Adventure|Children's|Fantasy
421,Ice Storm, The (1997),Drama
422,Blow-Out (La Grande Bouffe) (1973),Drama
423,Center Stage (2000),Drama
424,Simple Plan, A (1998),Crime|Thriller
425,13th Warrior, The (1999),Action|Horror|Thriller
426,Addicted to Love (1997),Comedy|Romance
427,Echte Kerle (1996),Comedy|Romance
429,Whatever (1998),Drama
430,Halloween (1978),Horror
431,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir
432,Incognito (1997),Crime|Thriller
433,Foreign Correspondent (1940),Thriller
434,Shadowlands (1993),Drama|Romance
435,American Dream (1990),Documentary
436,Star Trek: Insurrection (1998),Action|Sci-Fi
437,Easy Money (1983),Comedy
438,Doug's 1st Movie (1999),Animation|Children's
439,Prophecy II, The (1998),Horror
440,Chuck & Buck (2000),Comedy|Drama
441,Speed (1994),Action|Romance|Thriller
442,Tashunga (1995),Adventure|Western
443,Godfather: Part III, The (1990),Action|Crime|Drama
444,Rough Magic (1995),Drama|Romance
445,Barcelona (1994),Comedy|Romance
446,Where's Marlowe? (1999),Comedy
448,Third Miracle, The (1999),Drama
449,Bless the Child (2000),Thriller
450,Assault on Precinct 13 (1976),Action|Thriller
451,Child's Play (1988),Horror
452,Dracula: Dead and Loving It (1995),Comedy|Horror
453,Beloved (1998),Drama
454,Jerry & Tom (1998),Drama
455,Sleepover (1995),Comedy|Drama
456,Plutonium Circus (1995),Documentary
457,Body Parts (1991),Horror
458,Trial, The (Le Procès) (1963),Drama
459,Santa Fe Trail (1940),Drama|Romance|Western
460,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
461,Metropolis (1926),Sci-Fi
462,Associate, The (1996),Comedy
463,Inferno (1980),Horror
464,Best Laid Plans (1999),Crime|Drama
465,Paradine Case, The (1947),Drama
466,Murder, My Sweet (1944),Film-Noir|Thriller
467,Chill Factor (1999),Action|Thriller
468,Hi-Yo Silver (1940),Western
469,Stupids, The (1996),Comedy
470,Manhattan (1979),Comedy|Drama|Romance
471,Friends & Lovers (1999),Comedy|Drama|Romance
472,Poseidon Adventure, The (1972),Action|Adventure
473,Jade (1995),Thriller
474,Captives (1994),Drama
475,Blast from the Past (1999),Comedy|Romance
476,Courage Under Fire (1996),Drama|War
477,Waiting Game, The (2000),Comedy
478,Welcome to the Dollhouse (1995),Comedy|Drama
479,Love & Human Remains (1993),Comedy
480,Sixth Sense, The (1999),Thriller
481,Night of the Living Dead (1968),Horror|Sci-Fi
482,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy
483,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller
484,Godfather, The (1972),Action|Crime|Drama
485,Little Big Man (1970),Comedy|Drama|Western
486,Snow Falling on Cedars (1999),Drama
487,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy
488,Apocalypse Now (1979),Drama|War
489,Old Man and the Sea, The (1958),Adventure|Drama
490,House on Haunted Hill (1958),Horror
491,Besieged (L' Assedio) (1998),Drama
492,Three Amigos! (1986),Comedy|Western
493,Pokémon the Movie 2000 (2000),Animation|Children's
494,Deer Hunter, The (1978),Drama|War
495,Mystery, Alaska (1999),Comedy
496,And Now for Something Completely Different (1971),Comedy
497,Sudden Death (1995),Action
498,Place in the Sun, A (1951),Drama|Romance
499,Rocky V (1990),Action|Drama
500,Romeo and Juliet (1968),Drama|Romance
501,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller
502,Daughter of Dr. Jeckyll (1957),Horror
503,Red Rock West (1992),Thriller
504,Deadtime Stories (1987),Horror
505,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's
506,Purple Rose of Cairo, The (1985),Comedy|Drama|Romance
507,Apple Dumpling Gang, The (1975),Children's|Comedy|Western
508,Polish Wedding (1998),Comedy
509,Blackbeard's Ghost (1968),Children's|Comedy
510,Run of the Country, The (1995),Drama
511,Mouse Hunt (1997),Children's|Comedy
512,Meatballs III (1987),Comedy
513,Little Shop of Horrors, The (1960),Comedy|Horror
514,Love in the Afternoon (1957),Comedy|Romance
516,Poetic Justice (1993),Drama
517,Nightmare on Elm Street 4: The Dream Master, A (1988),Horror
518,Fall (1997),Romance
519,Mortal Kombat (1995),Action|Adventure
520,Bonfire of the Vanities (1990),Comedy
521,As Good As It Gets (1997),Comedy|Drama
522,American Werewolf in Paris, An (1997),Comedy|Horror
523,Red Firecracker, Green Firecracker (1994),Drama
524,Gods Must Be Crazy, The (1980),Comedy
525,Jaws (1975),Action|Horror
526,Cocoon: The Return (1988),Comedy|Sci-Fi
527,Dream for an Insomniac (1996),Drama|Romance
528,Cleo From 5 to 7 (Cléo de 5 à 7) (1962),Drama
529,King of New York (1990),Action|Crime
530,Houseguest (1994),Comedy
531,Outrageous Fortune (1987),Comedy|Mystery
532,Stop! Or My Mom Will Shoot (1992),Action|Comedy
533,Spice World (1997),Comedy|Musical
534,Catfish in Black Bean Sauce (2000),Comedy|Drama
535,Out of Africa (1985),Drama|Romance
536,Alien (1979),Action|Horror|Sci-Fi|Thriller
537,Judy Berlin (1999),Drama
538,Blazing Saddles (1974),Comedy|Western
539,Trick or Treat (1986),Horror
540,Bad Boys (1995),Action
541,Sphere (1998),Adventure|Sci-Fi|Thriller
542,Spartacus (1960),Drama
543,Exit to Eden (1994),Comedy
544,Marlene Dietrich: Shadow and Light (1996),Documentary
545,Breathless (1983),Action|Drama|Romance|Thriller
546,We're No Angels (1989),Drama
547,Slums of Beverly Hills, The (1998),Comedy
548,Chungking Express (1994),Drama|Mystery|Romance
549,Curtis's Charm (1995),Comedy|Drama
550,Seven Years in Tibet (1997),Drama|War
551,Meatballs 4 (1992),Comedy
552,Road to El Dorado, The (2000),Animation|Children's
553,Perfect Blue (1997),Animation|Mystery
554,Angel on My Shoulder (1946),Crime|Drama
555,Dangerous Game (1993),Drama
556,House of Exorcism, The (La Casa dell'esorcismo) (1974),Horror
557,Bitter Moon (1992),Drama
558,Honeymoon in Vegas (1992),Comedy|Romance
559,Weekend at Bernie's (1989),Comedy
560,Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965),Drama
561,Bitter Sugar (Azucar Amargo) (1996),Drama
562,Neon Bible, The (1995),Drama
563,Get Real (1998),Drama
564,Kidnapped (1960),Children's|Drama
565,Pagemaster, The (1994),Action|Adventure|Animation|Children's|Fantasy
566,Nina Takes a Lover (1994),Comedy|Romance
567,Mona Lisa (1986),Comedy|Thriller
568,Slaughterhouse (1987),Horror
569,Cool Runnings (1993),Comedy
570,Bad Seed, The (1956),Drama|Thriller
571,Very Brady Sequel, A (1996),Comedy
572,Two Crimes (1995),Comedy|Crime|Drama
573,Chinatown (1974),Film-Noir|Mystery|Thriller
574,Beyond Silence (1996),Drama
575,Turn It Up (2000),Crime|Drama
576,Getting Away With Murder (1996),Comedy
577,Band of the Hand (1986),Action
578,Unforgotten: Twenty-Five Years After Willowbrook (1996),Documentary
579,What Happened Was... (1994),Comedy|Drama|Romance
580,Sleepless in Seattle (1993),Comedy|Romance
581,Brother's Kiss, A (1997),Drama
582,Dreamscape (1984),Adventure|Crime|Sci-Fi|Thriller
583,Hunger, The (1983),Horror
584,Century (1993),Drama
585,Far and Away (1992),Drama|Romance
586,First Kid (1996),Children's|Comedy
587,Let's Talk About Sex (1998),Drama
588,Ridicule (1996),Drama
589,Autumn Heart (1999),Drama
590,Fled (1996),Action|Adventure
591,Family Plot (1976),Comedy|Thriller
592,Fury, The (1978),Horror
593,Tinseltown (1998),Comedy
594,Chain Reaction (1996),Action|Adventure|Thriller
595,Problem Child (1990),Comedy
596,Stuart Little (1999),Children's|Comedy
597,This Is My Father (1998),Drama|Romance
598,Burnt Offerings (1976),Horror
599,Man with Two Brains, The (1983),Comedy
600,Jurassic Park (1993),Action|Adventure|Sci-Fi
601,Looking for Richard (1996),Documentary|Drama
602,Doctor Dolittle (1967),Adventure|Musical
603,Return with Honor (1998),Documentary
604,Dead Zone, The (1983),Horror|Thriller
605,Wife, The (1995),Comedy|Drama
606,Tarantella (1995),Drama
607,Two Thousand Maniacs! (1964),Horror
608,We're Back! A Dinosaur's Story (1993),Animation|Children's
609,Mod Squad, The (1999),Action|Crime
610,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
611,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
612,Office Killer (1997),Thriller
613,Nil By Mouth (1997),Drama
614,Tales from the Darkside: The Movie (1990),Horror
615,Doors, The (1991),Drama|Musical
616,Man and a Woman, A (Un Homme et une Femme) (1966),Drama|Romance
617,Groundhog Day (1993),Comedy|Romance
618,Sting, The (1973),Comedy|Crime
619,Striptease (1996),Comedy|Crime
620,Kid, The (2000),Comedy
621,Elephant Man, The (1980),Drama
622,Bread and Chocolate (Pane e cioccolata) (1973),Drama
623,Big Bang Theory, The (1994),Crime
624,Madonna: Truth or Dare (1991),Documentary
625,Lonely Are the Brave (1962),Drama|Western
626,Tic Code, The (1998),Drama
627,Screamers (1995),Sci-Fi|Thriller
628,Hype! (1996),Documentary
629,Graduate, The (1967),Drama|Romance
630,Opposite of Sex, The (1998),Comedy|Drama
631,Curdled (1996),Crime
632,Scent of a Woman (1992),Drama
633,...And Justice for All (1979),Drama|Thriller
634,Swingers (1996),Comedy|Drama
635,Ghostbusters (1984),Comedy|Horror
636,Encino Man (1992),Comedy
637,Horse Whisperer, The (1998),Drama
638,Fitzcarraldo (1982),Adventure|Drama
639,Frighteners, The (1996),Comedy|Horror
640,Addams Family Values (1993),Comedy
641,Backbeat (1993),Drama|Musical
642,American Pop (1981),Animation|Musical
643,Freaky Friday (1977),Children's|Comedy
644,Battle of the Sexes, The (1959),Comedy
645,Steal This Movie! (2000),Drama
646,Shopping (1994),Action|Thriller
647,Last Man Standing (1996),Action|Drama|Western
648,Quiz Show (1994),Drama
649,Jeffrey (1995),Comedy
650,Transformers: The Movie, The (1986),Action|Animation|Children's|Sci-Fi|Thriller|War
651,General, The (1927),Comedy
652,Belly (1998),Crime|Drama
653,Shining, The (1980),Horror
654,City of Lost Children, The (1995),Adventure|Sci-Fi
