UserId,ItemId,Rating
42,2599,4
42,2613,5
42,2648,4
42,2663,4
42,2692,4
42,2698,4
42,2886,4
42,2892,4
42,3227,4
42,3354,4
42,3471,4
42,3494,5
42,3516,4
42,3518,5
42,3522,4
42,3577,4
42,3593,4
42,3718,4
42,3874,5
42,3885,4
42,3899,4
42,3912,4
42,3919,5
43,215,5
43,281,5
43,297,4
43,473,4
43,637,5
43,808,4
43,1338,5
43,1346,5
43,1360,5
43,1396,5
43,1542,4
43,1576,4
43,1613,4
43,1801,5
43,1876,5
43,1985,4
43,2018,4
43,2175,5
43,2514,5
43,2916,5
43,3081,5
43,3121,5
43,3123,5
43,3137,5
43,3263,5
43,3542,5
43,3601,4
43,3885,4
48,32,4
48,134,5
48,144,4
48,155,4
48,217,5
48,232,4
48,250,5
48,266,5
48,293,4
48,332,4
48,378,4
48,426,4
48,439,4
48,481,5
48,504,5
48,515,4
48,534,4
48,564,4
48,579,5
48,582,4
48,590,4
48,605,5
48,607,5
48,684,4
48,747,5
48,772,5
48,820,4
48,891,5
48,996,4
48,1003,5
48,1032,5
48,1131,4
48,1229,5
48,1380,5
48,1387,4
48,1395,4
48,1541,5
48,1637,5
48,1658,5
48,1689,5
48,1690,4
48,1724,4
48,1733,5
48,1788,4
48,1812,5
48,1828,5
48,1923,5
48,2093,4
48,2115,5
48,2124,4
48,2152,5
48,2417,5
48,2451,4
48,2517,4
48,2538,4
48,2540,5
48,2556,5
48,2625,4
48,2633,4
48,2666,5
48,2672,4
48,2715,4
48,2836,5
48,2848,5
48,2959,5
48,2979,5
48,3033,4
48,3142,5
48,3186,4
48,3245,5
48,3296,5
48,3299,4
48,3325,4
48,3354,5
48,3372,5
48,3387,5
48,3402,5
48,3494,4
48,3496,4
48,3507,5
48,3570,4
48,3609,4
48,3628,4
48,3667,5
48,3697,4
48,3773,4
48,3811,5
48,3827,4
48,3871,4
48,3887,5
48,3915,5
48,#N/A,5
48,#N/A,5
49,29,5
49,40,4
49,49,4
49,93,4
49,98,4
49,232,4
49,250,5
49,263,5
49,270,4
49,275,5
49,287,4
49,375,4
49,377,4
49,391,4
49,411,4
49,461,4
49,538,5
49,552,4
49,575,4
49,577,4
49,583,4
49,610,4
49,649,5
49,655,4
49,683,4
49,684,5
49,689,4
49,783,5
49,794,4
49,812,4
49,837,4
49,860,4
49,897,4
49,975,4
49,989,5
49,1042,4
49,1074,4
49,1094,4
49,1112,5
49,1127,4
49,1133,5
49,1147,4
49,1216,4
49,1238,4
49,1292,4
49,1346,4
49,1355,4
49,1387,4
49,1392,5
49,1429,4
49,1443,5
49,1450,4
49,1501,4
49,1502,4
49,1551,5
49,1576,4
49,1652,5
49,1690,4
49,1739,4
49,1764,4
49,1771,4
49,1790,4
49,1811,5
49,1823,5
49,1841,4
49,1912,5
49,1961,4
49,1963,4
49,1991,4
49,2018,5
49,2022,4
49,2031,5
49,2057,4
49,2107,5
49,2134,4
49,2141,4
49,2156,4
49,2184,5
49,2188,4
49,2202,4
49,2320,4
49,2414,4
49,2446,5
49,2488,4
49,2533,4
49,2552,4
49,2569,5
49,2623,4
49,2630,4
49,2641,4
49,2680,5
49,2692,5
49,2734,5
49,2781,5
49,2797,5
49,2807,4
49,2859,4
49,2895,4
49,2916,5
49,2969,5
49,3004,4
49,3079,4
49,3180,4
49,3238,5
49,3303,5
49,3351,4
49,3398,4
49,3417,4
49,3423,4
49,3500,4
49,3503,5
49,3506,4
49,3511,4
49,3518,4
49,3593,5
49,3655,4
49,3689,4
49,3777,4
49,3885,4
49,3900,4
49,3926,4
49,3945,4
52,6,4
52,13,4
52,24,4
52,40,4
52,93,4
52,103,4
52,125,4
52,144,5
52,157,5
52,163,5
52,176,5
52,186,4
52,196,4
52,197,5
52,201,4
52,203,4
52,217,5
52,232,5
52,252,4
52,258,5
52,263,4
52,266,5
52,312,4
52,322,4
52,324,4
52,327,4
52,380,5
52,388,4
52,391,4
52,406,4
52,423,5
52,429,5
52,439,5
52,443,4
52,449,4
52,487,4
52,493,4
52,508,4
52,522,4
52,531,4
52,538,4
52,545,4
52,547,4
52,548,4
52,569,4
52,589,4
52,594,4
52,614,4
52,617,5
52,631,4
52,636,5
52,637,5
52,642,5
52,649,4
52,677,4
52,689,5
52,720,5
52,734,4
52,740,5
52,745,4
52,779,5
52,788,4
52,802,4
52,812,5
52,820,4
52,837,5
52,847,4
52,858,4
52,891,5
52,915,4
52,940,4
52,975,4
52,1015,4
52,1018,4
52,1032,4
52,1038,4
52,1046,4
52,1072,5
52,1078,4
52,1091,4
52,1094,4
52,1100,4
52,1106,4
52,1107,4
52,1115,4
52,1125,5
52,1127,5
52,1133,5
52,1139,5
52,1142,5
52,1152,4
52,1179,4
52,1183,4
52,1242,4
52,1246,4
52,1256,5
52,1264,4
52,1274,5
52,1312,4
52,1326,5
52,1346,5
52,1347,4
52,1355,4
52,1379,5
52,1380,4
52,1392,4
52,1396,4
52,1400,5
52,1412,5
52,1420,4
52,1449,4
52,1453,5
52,1457,5
52,1463,4
52,1465,5
52,1487,4
52,1491,4
52,1501,4
52,1502,4
52,1517,4
52,1526,5
52,1534,4
52,1554,4
52,1557,4
52,1607,4
52,1613,4
52,1615,5
52,1622,5
52,1638,4
52,1664,5
52,1668,4
52,1676,4
52,1683,4
52,1689,5
52,1690,4
52,1702,4
52,1727,4
52,1733,5
52,1743,5
52,1764,4
52,1790,4
52,1823,5
52,1838,5
52,1841,4
52,1846,4
52,1861,4
52,1869,4
52,1875,4
52,1881,5
52,1885,5
52,1893,5
52,1895,4
52,1898,4
52,1899,4
52,1900,4
52,1911,4
52,1912,5
52,1929,4
52,1930,5
52,1947,4
52,1950,4
52,1958,5
52,1961,5
52,1963,4
52,1991,4
52,2018,4
52,2019,4
52,2055,4
52,2064,4
52,2065,4
52,2068,4
52,2089,5
52,2124,5
52,2141,4
52,2150,4
52,2175,4
52,2181,4
52,2188,4
52,2198,5
52,2202,5
52,2214,5
52,2229,4
52,2243,4
52,2275,4
52,2278,4
52,2302,4
52,2310,4
52,2334,4
52,2345,5
52,2348,4
52,2360,5
52,2399,5
52,2412,4
52,2419,4
52,2444,4
52,2446,4
52,2464,5
52,2467,4
52,2513,5
52,2514,4
52,2525,4
52,2528,4
52,2562,5
52,2568,5
52,2569,4
52,2577,4
52,2587,4
52,2613,5
52,2618,4
52,2623,4
52,2625,4
52,2633,5
52,2646,4
52,2669,4
52,2692,5
52,2706,5
52,2734,4
52,2737,4
52,2752,5
52,2756,4
52,2770,5
52,2772,4
52,2777,4
52,2782,4
52,2797,4
52,2799,4
52,2802,4
52,2807,5
52,2818,4
52,2823,4
52,2848,5
52,2860,4
52,2865,4
52,2889,5
52,2900,5
52,2902,5
52,2909,5
52,2910,5
52,2916,5
52,2924,4
52,2946,4
52,2959,5
52,2969,4
52,2977,4
52,2979,5
52,2981,4
52,3014,4
52,3030,4
52,3034,4
52,3074,4
52,3087,4
52,3097,4
52,3099,5
52,3106,4
52,3174,4
52,3177,5
52,3183,4
52,3198,5
52,3212,5
52,3223,5
52,3227,5
52,3257,5
52,3263,5
52,3284,4
52,3299,4
52,3313,4
52,3322,5
52,3333,4
52,3340,5
52,3354,5
52,3361,4
52,3382,5
52,3387,5
52,3405,4
52,3409,4
52,3417,4
52,3423,4
52,3430,4
52,3455,5
52,3460,5
52,3470,4
52,3488,4
52,3491,4
52,3507,4
52,3516,4
52,3518,4
52,3542,4
52,3544,5
52,3577,4
52,3606,5
52,3632,4
52,3642,4
52,3694,5
52,3698,5
52,3708,5
52,3718,5
52,3733,4
52,3743,4
52,3764,4
52,3775,4
52,3782,4
52,3807,5
52,3812,4
52,3827,4
52,3867,4
52,3891,5
52,3900,4
52,3915,5
52,3917,4
52,3919,5
52,3930,4
52,3932,5
52,3941,4
52,#N/A,5
52,#N/A,4
56,13,5
56,49,5
56,103,5
56,689,5
56,716,4
56,975,4
56,1124,5
56,1613,5
56,1947,5
56,2916,5
56,3592,4
56,3602,5
56,3623,5
56,3699,4
56,3778,4
58,60,5
58,82,4
58,152,4
58,195,4
58,215,5
58,232,4
58,250,5
58,257,4
58,268,4
58,275,5
58,408,4
58,443,4
58,548,4
58,552,4
58,575,4
58,589,4
58,637,5
58,662,5
58,706,5
58,740,5
58,755,4
58,783,5
58,789,5
58,800,4
58,809,4
58,875,4
58,925,4
58,955,4
58,975,5
58,1015,5
58,1021,5
58,1092,5
58,1133,5
58,1344,5
58,1346,5
58,1351,5
58,1360,4
58,1392,5
58,1465,4
58,1542,4
58,1613,5
58,1668,4
58,1796,4
58,1801,4
58,1843,5
58,1876,4
58,1908,4
58,1914,4
58,1930,4
58,1961,5
58,1974,5
58,2018,4
58,2074,4
58,2089,4
58,2179,4
58,2181,4
58,2194,5
58,2223,5
58,2293,4
58,2414,4
58,2473,4
58,2489,5
58,2528,4
58,2579,4
58,2633,5
58,2650,4
58,2663,4
58,2665,4
58,2692,5
58,2698,4
58,2706,5
58,2737,4
58,2861,4
58,2895,5
58,2916,4
58,2959,5
58,2978,4
58,3004,5
58,3027,4
58,3034,5
58,3081,5
58,3137,4
58,3378,4
58,3387,4
58,3431,4
58,3475,5
58,3482,5
58,3505,4
58,3533,4
58,3542,5
58,3675,5
58,3743,4
58,3778,4
58,3869,4
58,3885,5
58,3919,4
58,3930,4
58,#N/A,4
61,24,4
61,232,5
61,275,5
61,287,4
61,397,4
61,539,4
61,583,4
61,610,4
61,662,5
61,689,5
61,694,5
61,735,4
61,794,5
61,821,4
61,847,4
61,876,4
61,997,4
61,1026,4
61,1095,4
61,1154,4
61,1303,4
61,1346,4
61,1694,4
61,1696,4
61,1771,4
61,1788,4
61,1838,5
61,1861,4
61,1863,4
61,1996,4
61,2098,4
61,2104,5
61,2105,4
61,2125,4
61,2141,4
61,2188,5
61,2201,4
61,2266,4
61,2513,4
61,2532,4
61,2616,4
61,2623,4
61,2625,4
61,2698,4
61,2818,5
61,2851,4
61,2859,4
61,2862,4
61,2959,4
61,3159,4
61,3285,4
61,3366,4
61,3462,4
61,3511,4
61,3542,4
61,3667,4
61,3675,4
61,3778,4
61,3885,5
64,40,4
64,164,4
64,186,4
64,215,4
64,225,4
64,230,4
64,232,5
64,283,4
64,358,5
64,388,4
64,411,4
64,432,4
64,438,4
64,495,4
64,545,4
64,547,4
64,552,4
64,559,4
64,593,4
64,594,4
64,615,4
64,649,4
64,667,5
64,684,5
64,752,4
64,812,4
64,823,4
64,858,4
64,860,5
64,911,4
64,944,5
64,989,4
64,1029,5
64,1033,4
64,1046,4
64,1065,4
64,1091,4
64,1133,5
64,1147,4
64,1198,5
64,1292,4
64,1355,4
64,1387,4
64,1429,4
64,1465,5
64,1576,4
64,1622,5
64,1690,5
64,1700,4
64,1788,4
64,1828,4
64,1865,4
64,1947,4
64,1963,4
64,1971,4
64,1985,4
64,1991,4
64,2089,5
64,2108,4
64,2128,4
64,2202,4
64,2223,4
64,2345,5
64,2412,4
64,2467,4
64,2514,4
64,2633,5
64,2680,4
64,2735,4
64,2752,5
64,2777,5
64,2782,4
64,2818,4
64,2882,4
64,2916,5
64,2959,4
64,2969,4
64,2979,4
64,3073,4
64,3137,4
64,3178,4
64,3254,4
64,3299,5
64,3491,4
64,3511,4
64,3577,4
64,3593,4
64,3623,5
64,3687,4
64,3763,4
64,3785,5
64,3812,4
64,3900,5
64,3915,4
64,3930,4
71,2,5
71,39,4
71,157,5
71,188,4
71,215,5
71,232,5
71,250,5
71,262,4
71,275,5
71,287,4
71,358,4
71,388,4
71,391,5
71,404,5
71,443,5
71,499,4
71,541,5
71,590,5
71,594,5
71,637,5
71,642,4
71,662,4
71,689,5
71,752,4
71,788,4
71,897,4
71,1056,4
71,1125,4
71,1140,4
71,1238,4
71,1292,4
71,1296,5
71,1392,5
71,1396,4
71,1450,4
71,1465,5
71,1564,4
71,1589,4
71,1598,4
71,1668,5
71,1743,5
71,1771,4
71,1843,4
71,1911,4
71,1912,4
71,1947,4
71,1961,4
71,1965,5
71,1976,4
71,1985,5
71,1991,5
71,2018,4
71,2089,5
71,2175,4
71,2179,5
71,2214,4
71,2528,4
71,2633,5
71,2638,4
71,2650,4
71,2657,4
71,2752,4
71,2777,5
71,2798,4
71,2818,4
71,2848,4
71,2851,5
71,2882,4
71,2916,5
71,2978,4
71,3004,5
71,3081,4
71,3170,5
71,3224,4
71,3417,5
71,3431,4
71,3533,4
71,3542,5
71,3606,4
71,3617,4
71,3675,4
71,3869,5
71,3915,5
71,3919,5
71,3930,4
72,250,5
72,325,5
72,397,4
72,649,5
72,1863,4
72,2840,4
72,2969,5
72,3212,4
72,3503,5
72,3518,5
72,3869,4
72,3885,4
72,3896,4
72,3915,4
72,#N/A,5
73,250,5
73,258,4
73,438,5
73,575,5
73,636,4
73,637,5
73,673,4
73,897,4
73,1124,4
73,1288,4
73,1351,4
73,1680,5
73,1881,4
73,1908,4
73,1965,4
73,2134,4
73,2735,4
73,3081,4
73,3191,4
73,3777,4
73,3885,4
73,3919,4
84,181,4
84,423,4
84,708,4
84,762,5
84,934,5
84,955,5
84,1033,5
84,1125,4
84,1738,4
84,1985,5
84,2018,5
84,2545,5
84,2638,4
84,3117,4
84,3419,4
84,3476,4
84,3579,5
89,278,4
89,637,5
89,1387,4
89,1930,4
89,2018,4
89,2916,5
89,3764,5
89,3885,4
91,71,4
91,85,4
91,94,4
91,141,4
91,152,4
91,164,4
91,176,4
91,181,4
91,195,5
91,232,5
91,250,4
91,270,4
91,275,4
91,283,4
91,291,5
91,300,5
91,303,4
91,324,5
91,366,5
91,377,4
91,388,4
91,391,5
91,397,4
91,459,4
91,539,4
91,594,5
91,626,5
91,637,4
91,640,4
91,651,4
91,662,5
91,706,4
91,714,4
91,735,5
91,740,5
91,755,5
91,788,5
91,789,5
91,834,4
91,859,4
91,875,4
91,891,4
91,943,4
91,975,5
91,1015,5
91,1021,5
91,1046,4
91,1079,4
91,1092,4
91,1099,4
91,1133,5
91,1179,4
91,1183,5
91,1238,5
91,1292,4
91,1338,5
91,1342,4
91,1344,4
91,1345,4
91,1351,4
91,1355,4
91,1380,5
91,1387,4
91,1392,4
91,1429,5
91,1443,5
91,1449,5
91,1450,4
91,1471,5
91,1551,4
91,1576,4
91,1578,4
91,1593,5
91,1614,5
91,1625,4
91,1662,5
91,1725,4
91,1776,4
91,1838,5
91,1843,5
91,1846,5
91,1876,4
91,1886,4
91,1893,4
91,1908,5
91,1911,4
91,1961,5
91,1991,4
91,2014,4
91,2031,5
91,2059,4
91,2065,4
91,2098,4
91,2104,4
91,2107,4
91,2125,4
91,2151,4
91,2179,5
91,2243,4
91,2293,4
91,2304,4
91,2345,5
91,2367,4
91,2378,4
91,2414,4
91,2528,5
91,2530,4
91,2608,4
91,2616,4
91,2623,4
91,2630,5
91,2633,5
91,2650,4
91,2663,4
91,2680,4
91,2692,5
91,2698,4
91,2734,4
91,2752,4
91,2753,4
91,2777,4
91,2798,4
91,2802,4
91,2812,5
91,2851,5
91,2916,4
91,2919,4
91,2959,4
91,3004,4
91,3034,4
91,3081,4
91,3122,5
91,3137,5
91,3183,4
91,3299,4
91,3308,4
91,3313,4
91,3320,4
91,3336,4
91,3369,5
91,3385,4
91,3401,4
91,3417,5
91,3435,4
91,3452,4
91,3462,4
91,3471,4
91,3483,4
91,3533,5
91,3542,5
91,3577,4
91,3593,4
91,3625,4
91,3662,4
91,3675,5
91,3781,4
91,3885,4
91,3918,4
91,3930,4
91,3941,5
93,8,5
93,71,5
93,77,4
93,152,4
93,157,5
93,195,5
93,268,4
93,275,4
93,281,5
93,391,4
93,610,4
93,689,5
93,705,5
93,721,5
93,779,4
93,791,4
93,875,5
93,888,4
93,925,4
93,930,5
93,1032,4
93,1047,5
93,1079,4
93,1142,5
93,1145,4
93,1285,5
93,1303,4
93,1347,4
93,1351,4
93,1396,5
93,1539,4
93,1550,4
93,1762,4
93,1767,5
93,1770,5
93,1771,4
93,1801,4
93,1838,5
93,1843,5
93,1885,4
93,1996,4
93,2051,4
93,2065,4
93,2105,5
93,2124,5
93,2134,4
93,2141,4
93,2148,5
93,2151,4
93,2162,5
93,2168,5
93,2175,5
93,2194,4
93,2198,4
93,2201,4
93,2310,5
93,2465,5
93,2477,5
93,2497,4
93,2607,5
93,2623,4
93,2663,5
93,2669,5
93,2698,5
93,2798,4
93,2833,4
93,2924,4
93,3004,5
93,3034,4
93,3058,5
93,3071,4
93,3081,4
93,3082,5
93,3121,5
93,3186,5
93,3201,4
93,3380,4
93,3389,4
93,3423,4
93,3424,5
93,3454,5
93,3462,4
93,3482,4
93,3491,5
93,3495,4
93,3675,4
93,3778,4
93,3941,4
93,#N/A,4
103,6,4
103,19,4
103,26,4
103,29,4
103,39,5
103,62,5
103,77,4
103,80,4
103,89,4
103,96,4
103,99,5
103,103,4
103,105,4
103,112,4
103,134,4
103,144,5
103,147,5
103,159,4
103,169,4
103,176,5
103,180,4
103,209,4
103,217,5
103,219,4
103,220,5
103,222,5
103,231,5
103,237,4
103,238,5
103,247,5
103,250,5
103,275,4
103,278,4
103,279,5
103,283,5
103,291,4
103,296,5
103,309,4
103,310,5
103,323,4
103,329,5
103,366,5
103,371,4
103,373,5
103,382,5
103,427,4
103,428,5
103,429,4
103,435,4
103,458,5
103,474,4
103,481,5
103,506,4
103,522,5
103,531,4
103,540,4
103,564,4
103,567,4
103,582,4
103,590,4
103,602,4
103,604,5
103,607,4
103,608,5
103,620,5
103,629,4
103,633,4
103,634,4
103,636,4
103,638,4
103,667,4
103,682,4
103,683,5
103,689,5
103,704,5
103,715,5
103,720,5
103,721,5
103,740,5
103,776,5
103,779,4
103,783,4
103,802,5
103,832,4
103,920,4
103,934,5
103,940,5
103,941,5
103,966,4
103,989,4
103,994,4
103,1003,4
103,1033,4
103,1035,4
103,1047,5
103,1060,4
103,1072,5
103,1090,4
103,1127,5
103,1137,4
103,1139,5
103,1142,4
103,1151,4
103,1152,4
103,1168,4
103,1224,5
103,1256,5
103,1264,5
103,1277,4
103,1279,4
103,1311,4
103,1347,5
103,1348,5
103,1365,4
103,1370,5
103,1379,5
103,1389,5
103,1391,4
103,1408,5
103,1420,5
103,1421,4
103,1434,4
103,1441,4
103,1443,5
103,1446,5
103,1449,4
103,1452,5
103,1453,5
103,1487,4
103,1491,4
103,1498,4
103,1533,4
103,1534,5
103,1536,5
103,1569,4
103,1594,5
103,1607,5
103,1623,5
103,1637,5
103,1638,5
103,1641,4
103,1683,5
103,1708,4
103,1717,4
103,1718,4
103,1730,5
103,1733,5
103,1738,4
103,1758,4
103,1770,5
103,1786,5
103,1787,5
103,1792,5
103,1798,4
103,1811,4
103,1823,4
103,1836,4
103,1838,5
103,1843,4
103,1853,5
103,1875,5
103,1879,5
103,1900,4
103,1932,4
103,1943,4
103,1944,5
103,1948,4
103,1956,4
103,1957,4
103,1958,4
103,1961,5
103,1966,5
103,1969,5
103,1982,4
103,1995,5
103,2008,4
103,2030,5
103,2044,4
103,2048,4
103,2052,4
103,2054,4
103,2056,5
103,2068,4
103,2070,5
103,2076,5
103,2077,5
103,2095,5
103,2105,4
103,2106,4
103,2107,4
103,2110,5
103,2121,4
103,2139,4
103,2148,4
103,2150,5
103,2152,4
103,2158,4
103,2192,4
103,2202,5
103,2223,5
103,2226,5
103,2287,4
103,2314,4
103,2318,4
103,2325,5
103,2336,5
103,2357,4
103,2407,4
103,2416,4
103,2419,5
103,2443,4
103,2461,5
103,2514,4
103,2533,5
103,2562,4
103,2563,5
103,2568,5
103,2628,4
103,2633,4
103,2642,5
103,2646,5
103,2648,5
103,2674,5
103,2681,5
103,2692,5
103,2706,5
103,2715,4
103,2721,5
103,2738,4
103,2753,5
103,2756,4
103,2761,4
103,2770,5
103,2785,4
103,2809,5
103,2831,5
103,2865,4
103,2869,4
103,2889,4
103,2901,5
103,2919,4
103,2920,5
103,2926,4
103,2976,5
103,2977,5
103,2981,4
103,2998,5
103,3000,4
103,3019,4
103,3027,4
103,3034,5
103,3053,4
103,3064,5
103,3073,5
103,3078,4
103,3103,5
103,3115,4
103,3127,5
103,3129,4
103,3144,4
103,3157,4
103,3178,5
103,3184,5
103,3186,4
103,3200,4
103,3205,5
103,3206,4
103,3207,5
103,3211,4
103,3223,5
103,3227,5
103,3237,4
103,3263,5
103,3277,5
103,3289,5
103,3322,5
103,3333,4
103,3340,4
103,3354,5
103,3356,4
103,3387,5
103,3419,5
103,3430,4
103,3451,4
103,3455,5
103,3464,4
103,3479,4
103,3485,4
103,3518,5
103,3519,4
103,3544,4
103,3551,5
103,3570,5
103,3577,4
103,3581,4
103,3593,4
103,3619,4
103,3623,4
103,3680,5
103,3688,4
103,3694,5
103,3698,5
103,3700,5
103,3711,5
103,3727,5
103,3740,4
103,3746,5
103,3753,4
103,3765,4
103,3781,4
103,3788,5
103,3807,4
103,3827,4
103,3832,4
103,3858,5
103,3859,4
103,3869,5
103,3878,4
103,3887,4
103,3889,4
103,3897,5
103,3899,5
103,3911,4
103,3917,4
103,3919,5
103,3941,4
103,3952,5
103,#N/A,5
104,332,5
104,366,5
104,402,4
104,458,5
104,506,5
104,837,5
104,996,4
104,1177,4
104,1224,5
104,1673,5
104,1683,5
104,1961,4
104,2052,5
104,2066,5
104,2106,4
104,2223,5
104,2226,5
104,2254,5
104,2528,5
104,2668,4
104,2869,4
104,2998,5
104,3223,5
104,3263,5
104,3328,4
104,3333,5
104,3430,5
104,3544,5
104,3570,4
104,3780,4
104,3919,5
106,217,5
106,275,4
106,277,4
106,278,4
106,366,5
106,391,5
106,399,4
106,506,4
106,575,5
106,637,4
106,667,4
106,683,5
106,689,5
106,720,5
106,847,4
106,877,5
106,940,5
106,1033,4
106,1072,4
106,1099,5
106,1264,5
106,1279,4
106,1347,5
106,1463,5
106,1534,5
106,1770,5
106,1838,4
106,1875,4
106,1885,5
106,1895,4
106,1969,4
106,1985,4
106,2018,5
106,2198,4
106,2202,5
106,2223,5
106,2254,4
106,2278,4
106,2325,5
106,2331,4
106,2357,5
106,2528,4
106,2628,5
106,2655,4
106,2752,4
106,2792,5
106,2916,5
106,2924,4
106,2931,5
106,2998,5
106,3034,4
