UserId,Gender,Age,Occupation,Zip-code
368,M,18,4,55403
369,M,35,14,94085
370,M,18,3,98122
371,M,50,6,6511
372,M,45,17,78731
373,F,25,6,79416
374,F,35,16,3301
375,M,35,15,80538
376,F,25,0,2144
377,M,25,0,92121
378,M,25,12,27713-9225
379,M,25,7,38261
380,M,35,14,60538
381,M,25,14,8742
382,M,18,4,90024
383,M,50,7,78704
384,M,56,13,97520
385,F,45,7,3848
386,F,25,0,94107
387,M,25,15,62558
388,M,18,4,44074
389,M,45,0,30189
390,M,45,1,49419
391,M,18,4,77005
392,M,50,6,49456
393,M,18,4,52405
394,M,25,18,85213
395,M,18,18,65265
396,M,25,18,80538
397,F,35,1,14618
398,M,35,12,94025
399,M,45,1,14760
400,F,45,1,13088
401,M,45,1,71711
402,M,50,12,6082
403,M,25,20,29205
404,F,35,9,30338
405,F,35,7,60201
406,M,18,4,97215
407,M,25,7,22314
408,F,18,9,94538
409,F,25,18,21214
410,M,1,2,4101
411,M,25,17,54915
412,M,35,1,2144
413,M,25,4,22903
414,M,45,6,44131
415,F,1,10,1748
416,M,1,4,63376
417,M,18,4,94945
418,M,18,4,37130
419,F,35,0,55116
420,M,35,17,66209
421,F,18,0,81301
422,M,45,20,8035
423,M,25,6,70508
424,M,1,19,3226
425,M,18,2,44515
426,F,18,0,64030
427,M,25,2,43202
428,M,35,17,48323
429,F,45,9,63119
430,M,18,4,47306
431,F,18,3,45244
432,M,25,2,7026
433,M,35,17,80537
434,M,35,7,6680
435,M,50,1,13215
436,M,56,13,12124
437,M,25,7,55429
438,F,50,6,4086
439,M,25,8,22046
440,M,25,11,37931
441,M,25,17,90048
442,M,18,17,91505
443,M,1,10,76013
444,M,45,7,90405
445,M,25,12,34170
446,M,35,1,32312
447,M,45,14,30005
448,M,35,5,8406
449,F,25,0,93940
450,M,35,11,55438
451,M,25,4,22903
452,F,25,4,48823
453,M,25,17,1752
454,M,35,4,10036
455,M,25,17,79705
456,M,25,4,24060
457,M,25,17,77449
458,M,45,2,10009
459,M,25,20,41706
460,M,18,0,92037
461,M,35,0,55405
462,M,18,0,42420
463,F,45,5,95136
464,M,35,7,20901
465,M,35,0,85621
466,F,18,0,55102
467,M,25,20,20009
468,M,35,12,94538
469,F,35,17,30096
470,M,18,16,94709
471,M,18,4,44266
472,F,45,6,95209
473,M,1,10,60423
474,M,25,6,92111
475,M,35,7,8505
476,F,25,17,91007
477,F,45,1,19806
478,M,1,0,11803
479,M,50,6,22039
480,F,35,11,43201
481,M,18,18,55113
482,M,56,13,94306
483,M,25,7,91423
484,M,18,12,90250
485,F,50,0,2139
486,F,1,10,90291
487,F,18,4,13148
488,F,50,13,94702
489,M,35,20,60640
490,M,56,13,72764
491,M,35,13,78252
492,M,25,0,22015
493,F,50,14,60618
494,M,50,16,97116
495,M,45,0,90024
496,F,18,4,90039
497,M,35,1,6810
498,M,35,20,77008
499,M,45,1,48867
500,M,35,1,91030
501,M,50,7,7405
502,F,18,4,94121
503,F,25,0,28134
504,M,1,0,97222
505,M,25,4,94703
506,F,18,4,63141
507,M,25,5,92105
508,F,35,20,10013
509,F,45,12,8033
510,M,18,4,48197
511,M,25,14,33133
512,F,25,3,90020
513,M,45,2,90813
514,M,25,0,47421
515,M,50,12,1960
516,M,35,7,7040
517,M,18,4,97331
518,M,25,7,5346
519,F,35,1,94044
520,M,25,0,8461
521,M,18,20,67212
522,M,35,7,7644
523,M,35,16,92630
524,F,45,7,9094
525,M,45,1,18901
526,M,18,5,91767
527,M,50,13,87502
528,M,25,5,80916
529,M,25,4,27514
530,M,25,16,22207
531,M,25,20,91505
532,M,35,0,72058
533,F,25,4,73160
534,F,45,1,4258
535,M,45,0,13131
536,M,18,19,98034
537,M,18,5,55344
538,M,25,5,55100
539,M,25,7,20170
540,M,25,14,98109
541,M,25,4,19711
542,M,35,0,96707-1321
543,F,25,1,94939
544,M,35,12,8852
545,M,50,7,75023
546,F,25,0,90035-4444
547,M,45,7,92503
548,M,45,17,93401
549,F,25,14,48067
550,M,35,17,22309
551,M,45,6,53216
552,M,56,7,8901
553,M,45,6,92103
554,F,18,20,90036
555,M,35,0,55418
556,M,25,17,77007
557,F,35,0,49464
558,F,35,3,95405
559,F,25,7,10023
560,F,35,12,78640
561,M,25,4,55405
562,M,25,7,55408
563,M,18,4,7461
564,M,25,17,92584
565,F,1,10,48067
566,F,25,14,10022
567,M,25,5,78251
568,F,45,9,13203
569,F,25,0,70118
570,F,35,17,48098
571,M,35,12,10128
572,M,45,12,95051
573,M,25,12,45241
574,M,45,16,55406
575,F,18,4,55118
576,M,25,4,94107
577,M,25,17,95926
578,M,25,1,55403
579,M,45,2,86701
580,M,25,0,19106
581,M,50,7,30066
582,M,18,4,48104
583,F,25,1,7666
584,F,25,9,98001
585,M,1,10,7652
586,M,35,0,97212
587,M,18,15,95616
588,M,50,0,36109
589,F,18,17,55449
590,M,18,4,80521
591,M,25,2,77056
592,M,35,20,91505
593,M,25,17,55454
594,M,50,13,41076
595,F,56,13,90241
596,M,35,12,22201
597,M,18,4,94133
598,M,35,7,55124
599,F,18,4,94305
600,M,35,0,90065
601,M,25,14,94110
602,F,35,12,75240
603,M,25,0,19010
604,M,25,17,54401
605,M,1,19,3109
606,M,56,1,90024
607,F,35,20,92009
608,M,18,4,32608
609,M,25,0,10016
610,M,56,14,2632
611,F,18,4,63144
612,M,25,0,60618
613,M,35,0,95667
614,F,35,7,33547
615,M,35,7,77005
616,M,25,17,20866
617,M,25,1,97405
618,M,35,17,90680
619,M,18,19,98126
620,M,35,18,27603
621,F,25,17,1701
622,M,25,7,77099
623,M,25,3,32580
624,M,18,4,1095
625,M,45,14,19382
626,M,45,7,30076
627,F,18,4,15116
628,F,1,10,74114
629,M,35,1,45750
630,F,18,4,55406
631,F,25,1,23454
632,M,50,2,50310
633,M,45,0,90404
634,F,56,16,70503
635,M,25,7,90212
636,M,35,17,95401
637,M,25,2,94131
638,F,25,17,94618
639,M,25,7,94123
640,F,56,6,91941
641,M,35,18,74601
642,M,56,1,90049
643,M,25,2,91602
644,M,25,5,43221
645,M,45,17,27502
646,M,25,0,96931
647,M,25,0,7040
648,M,45,0,33759
649,F,18,4,92054
650,F,45,4,15232
651,M,1,10,7960
652,F,35,11,79101
653,M,35,14,84057
654,M,18,4,22903
655,M,35,2,89012
656,M,35,12,98166
657,M,18,17,2118
658,M,25,4,90210
659,M,25,17,94404
660,M,45,12,94114
661,M,25,7,78757
662,M,18,12,10021
663,M,50,16,63131
664,M,25,12,98684
665,M,25,1,53711
666,M,25,4,93940
667,M,45,16,92807
668,F,45,16,65441
669,M,25,0,60156
670,M,35,1,98502
671,F,35,1,80210
672,M,25,0,61364
673,M,25,20,78746
674,F,35,0,33607
675,F,50,7,65712
676,M,1,10,44906
677,M,18,4,16803
678,F,18,20,45202
679,F,1,0,90012
680,M,25,7,11215
681,F,25,7,94117
682,M,45,7,53713
683,F,45,2,43229
684,M,50,14,33401
685,M,50,1,45840
686,M,35,7,48104
687,M,25,15,2139
688,M,18,4,55455
689,F,25,17,97330
690,M,1,8,2254
691,M,18,18,92123
692,F,25,14,55418
693,M,25,0,43223
694,F,25,7,22209
695,M,25,6,53211
696,M,35,7,10011
697,M,1,10,2446
698,M,35,7,48306
699,M,18,4,6459
700,F,56,0,98115
701,F,35,0,78253
702,M,35,18,10463
703,M,25,17,28083
704,M,25,4,55408
705,M,35,16,98133
706,M,56,7,98103
707,M,35,7,27511
708,F,25,16,44092
709,M,25,17,32224
710,M,35,13,62035
711,F,50,7,11771
712,M,25,14,90292
713,M,35,6,60061
714,M,35,4,58369
715,M,25,12,94115
716,M,25,1,53706
717,M,25,11,60603
718,M,25,17,74467
719,F,35,6,94214
720,M,25,7,30041
721,M,25,17,90210
722,F,25,5,1801
723,F,56,0,8055
724,M,18,19,75602
725,M,45,12,44312
726,M,45,1,48309
727,M,25,5,46239
728,M,35,7,62234
729,M,45,17,88005-4313
730,M,45,12,40515
731,M,25,4,94102
732,M,35,16,29681
733,M,35,7,76248
734,M,25,7,30620
735,F,25,7,33177
736,M,35,14,60657
737,M,25,7,11793
738,F,25,1,98144
739,M,45,12,1603
740,M,56,13,63122
741,M,25,0,53213
742,M,56,19,91790-1161
743,M,18,4,3052
744,F,56,0,95062
745,F,25,20,90046
746,M,50,6,42420
747,M,25,3,94123
748,F,25,14,11215
749,M,25,0,80903
750,F,18,4,10025
751,M,18,10,32750
752,F,35,2,60201
753,F,25,17,11215
754,M,50,2,90029
755,M,25,4,98115
756,F,35,20,98119
757,M,18,14,32825
758,M,18,4,11364
759,M,35,7,72703
760,F,25,3,92103
761,M,45,0,6804
762,M,25,15,94102
763,M,45,17,94602
764,M,50,7,8816
765,M,18,0,10002
766,F,50,4,53562
767,M,50,1,39401
768,M,45,15,60035
769,M,50,2,33134
770,F,25,3,2828
771,M,35,7,60611
772,M,18,4,23233
773,M,1,19,92557
774,M,18,4,98188
775,M,18,17,89503
776,F,35,9,66204
777,M,18,4,2141
778,M,35,1,54481
779,M,18,4,3106
780,M,25,16,53714
781,M,1,10,12701
782,F,25,6,80236
783,M,35,17,28208
784,M,25,2,87123
785,M,25,2,33133
786,F,18,4,62025
787,M,18,12,89118
788,M,25,12,53707
789,M,35,15,92649
790,M,25,2,90292
791,M,18,4,64468
792,M,45,14,44122
793,M,18,19,22030
794,F,50,7,94941
795,M,18,4,55344
796,F,18,1,60640
797,F,35,3,11725
798,M,35,11,96813
799,F,45,15,59840
800,F,50,0,13210
801,F,25,12,48103
802,F,25,0,55421
803,M,45,0,92626
804,F,25,2,2903
805,M,50,11,44622
806,M,35,17,94132
807,M,25,4,16802
808,M,50,7,60510
809,M,25,12,55112
810,M,25,11,10023
811,M,25,6,79401
812,M,25,20,85719
813,F,45,0,80010
814,M,18,4,78749
815,M,25,17,94901
816,M,18,4,91006
817,M,45,17,99005
818,M,50,11,49008
819,F,1,10,94539
820,F,18,4,60014
821,M,18,2,19464
822,M,18,4,55116
823,M,25,19,45701
824,F,25,9,66212
825,M,1,10,46033
826,M,18,14,7017
827,M,35,14,68108
828,F,25,9,29369
829,F,50,1,62221
830,M,35,7,80526
831,M,25,7,76904
832,F,18,4,92612
833,M,25,17,10025
834,F,25,7,95128
835,M,56,13,85749
836,M,25,12,50265
837,M,25,12,77042
838,M,18,4,22903
839,F,45,14,36109
840,F,50,9,59072
841,M,18,4,22903
842,M,25,17,33314
843,M,25,14,94133
844,M,56,2,8825
845,F,18,6,92122
846,M,45,7,33135
847,M,25,20,2141
848,M,25,17,38104
849,M,50,1,54016
850,M,50,7,26501
851,F,18,4,93107
852,F,18,0,91107
853,M,35,3,68122
854,M,35,6,90803
855,M,45,12,53718
856,M,25,4,80526
857,F,35,9,6074
858,M,18,1,70006
859,F,45,1,46774
860,M,35,5,10011
861,M,25,14,19444
862,M,56,8,12436
863,M,50,0,29678
864,F,50,12,21133
865,M,35,17,1519
866,M,35,17,19360
867,F,35,7,92316
868,M,56,0,43528
869,F,18,14,60610
870,M,18,4,23112
871,M,25,4,99163
872,M,45,16,60302
873,M,25,12,94114
874,M,56,7,1040
875,F,35,14,55014
876,M,25,4,97333
877,F,35,17,91107
878,M,25,15,94550
879,M,18,5,55414
880,M,18,2,81291
881,M,18,2,90038
882,M,25,7,60607
883,M,25,4,70115
884,M,35,20,52570-9634
885,M,18,4,33720
886,M,18,11,65202
887,F,25,4,91740
888,M,35,1,92683-1892
889,F,25,2,98133
890,F,25,16,78028
891,M,18,4,55455
892,M,56,2,90680
893,M,25,17,31311
894,M,1,10,75082
895,M,18,17,55423
896,F,56,13,74128
897,M,18,4,49855
898,F,18,4,91604
899,M,45,0,20851
900,M,18,4,48197
901,M,25,6,89118
902,M,25,12,55317
903,M,25,1,400060
904,M,18,19,87543
905,M,45,15,93555
906,F,56,13,97113
907,M,35,7,2657
908,M,35,14,32068
909,M,25,7,75089
910,M,25,7,84088
911,M,18,0,92647
912,M,35,0,42025
913,F,18,4,6268
914,M,56,13,54720
915,M,25,4,55417
916,F,18,4,77005
917,M,35,7,19808
918,M,35,7,94306
919,M,35,7,77040
920,M,35,15,1775
921,M,35,7,8021
922,M,25,4,16801
923,M,18,17,92595
924,M,56,7,55042
925,M,45,14,94301
926,M,35,5,4901
927,M,25,19,90214
928,F,35,7,7039
929,M,35,16,12866
930,M,25,0,60647
931,F,18,4,60625
932,M,25,1,94720
933,M,18,0,94044
934,F,18,4,98125
935,M,45,12,2151
936,M,45,17,60462
937,F,35,0,13064
938,M,35,3,97202
939,M,25,4,66762
940,M,56,13,92120
941,M,25,4,91790
942,F,25,7,27516
943,F,18,0,94587
944,M,25,12,94086
945,M,25,6,70003
946,F,25,17,80301
947,M,35,1,1020
948,F,25,15,91360
949,F,35,0,94109
950,M,18,17,92109
951,F,35,1,30345
952,M,50,17,39567
953,M,50,17,94611
954,F,35,14,94303
955,M,35,0,28209
956,M,25,20,75801
957,M,25,12,94110
958,F,25,6,72211
959,F,35,0,94117
960,M,18,19,30350
961,F,45,1,27615
962,M,45,1,16673
963,F,25,0,23221
964,M,1,10,94707
965,M,35,7,50111
966,M,18,16,27705
967,M,50,13,2718
968,M,56,13,48108
969,M,18,4,48135
970,M,18,10,55419
971,M,18,4,4901
972,F,1,19,14850
973,M,18,4,78613
974,M,18,0,35115
975,M,35,11,94306
976,M,25,14,46268
977,M,25,7,55346
978,M,25,4,90048
979,M,35,7,91107
980,F,25,2,10019
981,F,25,3,52001
982,M,18,4,29649
983,M,18,0,51104
984,M,18,4,2143
985,M,25,15,94538
986,M,35,0,83704
987,M,25,18,30189
988,F,50,6,97005
989,M,25,20,111225
990,F,18,20,49321
991,F,35,1,46774
992,M,35,16,11229
993,M,45,17,22181
994,M,35,7,60188
995,M,35,14,10013
996,M,45,0,10016
997,M,25,3,2494
998,M,35,2,62263-3004
999,F,35,2,55117
1000,M,25,0,92612
1001,M,35,6,80917
1002,F,35,0,44313
1003,M,25,12,94114
1004,M,35,7,31047
1005,F,50,20,88005
1006,F,25,4,94610
1007,M,35,6,48105
1008,M,56,13,49423
1009,M,25,4,1002
1010,M,56,13,33445
1011,M,18,4,96815
1012,F,1,10,99016
1013,F,18,4,95076
1014,F,25,3,85226
1015,F,25,2,55421
1016,M,35,16,92352
1017,M,25,7,63110
1018,M,45,17,13152
1019,M,50,17,7728
1020,M,18,0,60618
1021,M,18,0,94111
1022,M,25,17,55105
1023,F,50,13,3851
1024,M,18,4,85210
1025,M,35,20,60640
1026,F,56,9,85749
1027,M,25,17,55125
1028,F,25,7,14136
1029,F,25,15,27603
1030,F,35,1,85258
1031,M,18,4,60201
1032,M,1,10,92106
1033,M,18,4,22401
1034,F,18,4,78628
1035,F,18,0,47901
1036,M,56,6,94030
1037,M,35,17,55330
1038,M,25,6,11106
1039,M,25,2,98502
1040,F,18,4,88119
1041,M,35,1,60640
1042,F,56,2,20783
1043,M,18,6,60611
1044,M,18,4,53220
1045,M,18,4,1040
1046,M,25,15,6510
1047,F,1,10,91107
1048,M,56,7,12345
1049,M,50,7,18977
1050,M,25,2,10023
1051,M,45,14,12561
1052,M,45,7,35216
1053,M,25,6,77584
1054,M,18,1,50201
1055,M,56,1,45224
1056,M,1,10,94501
1057,F,35,0,46142
1058,M,35,12,76109
1059,M,18,17,20742
1060,M,56,1,90210
1061,F,45,12,15801
1062,M,50,6,90640
1063,M,25,7,12801
1064,M,35,7,30501
1065,M,50,14,50265-2850
1066,M,25,14,6511
1067,M,45,7,1545
1068,M,25,0,95136
1069,M,25,6,55439
1070,F,25,6,23229
1071,M,18,0,80203
1072,M,25,17,92882
1073,M,25,4,48109
1074,F,35,14,45243
1075,F,25,17,97201
1076,M,18,14,97123
1077,M,25,20,91367
1078,M,35,7,92506
1079,F,45,0,70460
1080,M,1,10,55616
1081,M,25,4,94305
1082,M,35,0,80027
1083,F,35,0,55303
1084,F,25,15,28401
1085,M,35,1,91711
1086,M,18,0,47901
1087,M,18,1,55408
1088,M,18,20,30605
1089,M,25,12,90717
1090,M,35,12,14619
1091,F,45,12,954025
1092,M,35,7,90069
1093,M,35,20,55121
1094,M,18,4,63108
1095,M,35,17,53703
1096,M,1,1,444555
1097,M,56,6,77379
1098,F,18,4,79912
1099,M,35,11,22030
1100,M,35,1,19149
1101,M,25,17,95126
1102,M,35,0,12831
1103,M,18,4,90241
1104,M,35,7,32444
1105,M,56,16,48009
1106,M,45,18,14701
1107,M,35,7,37027
1108,M,18,4,49841
1109,M,35,7,10069
1110,M,50,17,45420
1111,M,56,16,77079
1112,M,25,20,91505
1113,M,56,13,13685
1114,M,25,12,94114
1115,M,25,16,80126
1116,M,45,17,94806
1117,F,25,7,94121
1118,M,25,7,85226
1119,M,35,16,19803
1120,M,50,18,72601
1121,M,1,10,55317
1122,F,25,17,55412
1123,M,25,12,24060
1124,F,25,0,94063
1125,F,35,7,55021
1126,M,18,4,52003
1127,M,35,1,92614
1128,M,18,0,92122
1129,F,56,13,92407
1130,M,35,7,85331
1131,F,56,3,75001
1132,M,25,1,95472
1133,F,25,6,54729
1134,F,35,20,9824
1135,F,18,7,80503
1136,M,56,20,87107
1137,F,25,7,94115
1138,M,56,7,20003-2712
1139,M,45,16,70507
1140,M,35,0,74011
1141,M,18,17,20724
1142,M,25,12,94110
1143,M,25,12,21401
1144,M,35,12,95051
1145,M,35,0,8902
1146,M,18,4,58601
1147,M,18,4,94403
1148,M,25,12,956456
1149,F,35,0,98117
1150,M,18,12,7070
1151,M,25,20,98119
1152,M,45,17,2067
1153,F,18,3,33314
1154,F,25,7,94043
1155,F,18,4,2142
1156,F,18,4,2138
1157,M,25,0,94403
1158,M,18,9,98117
1159,M,25,2,55106
1160,M,56,2,91321
1161,F,25,20,94591
1162,M,1,19,53711
1163,M,35,3,11220
1164,F,35,11,15116
1165,M,1,0,8055
1166,M,25,17,55128
1167,M,25,12,94501
1168,M,56,15,92119
1169,F,18,1,94706
1170,M,50,12,90254
1171,M,35,16,19003
1172,F,18,19,46556
1173,M,18,7,10016
1174,M,18,20,61801
1175,M,18,4,97215
1176,M,35,12,50325
1177,M,35,16,10014
1178,F,45,0,97701
1179,M,35,17,22810
1180,M,25,19,94111
1181,M,45,1,44406
1182,M,25,18,64055
1183,F,25,4,55455
1184,M,35,17,94954
1185,M,35,7,28805
1186,M,18,4,48104
1187,F,25,0,83355
1188,M,35,18,17350
1189,M,50,1,48197
1190,M,50,7,84093
1191,M,1,10,8820
1192,M,1,10,3756
1193,M,35,4,53818
1194,M,35,14,66013
1195,M,18,0,77341
1196,F,45,5,92649
1197,F,18,4,14620
1198,M,25,0,30082
1199,M,1,1,30707
1200,M,35,15,92627
1201,M,56,1,40601
1202,M,56,13,93907
1203,M,18,4,97333
1204,M,25,0,94930-2010
1205,F,25,14,34639
1206,M,50,7,55110
1207,F,25,0,90212
1208,F,25,11,19103
1209,F,18,3,95825
1210,M,56,14,2632
1211,F,50,7,10022
1212,M,35,0,40504
1213,M,25,7,92103
1214,M,56,15,13207
1215,M,25,14,55421
1216,F,35,12,54220
1217,F,18,4,64093
1218,M,35,3,45215
1219,M,18,15,94061
1220,F,18,4,90630
1221,F,25,1,37153
1222,M,35,2,3431
1223,F,35,7,22039
1224,M,50,3,96714
1225,M,35,0,13045
1226,M,18,3,55107
1227,F,25,20,46835
1228,M,35,16,44691
1229,F,45,20,4240
1230,M,25,14,2038
1231,M,18,4,94507
1232,M,35,7,15137
1233,M,18,4,85259
1234,F,35,7,19143
1235,M,25,3,55455
1236,M,25,15,92111
1237,M,35,15,2871
1238,F,25,6,90405
1239,F,25,3,2155
1240,F,35,7,8318
1241,M,35,14,92084
